1634490928.1888251,0.0166,0.9976,-0.2859,23.5573,-36.4733,-19.3359
1634490928.253311,-0.0830,0.9670,-0.3391,24.6870,9.4656,11.0916
1634490928.31668,-0.0667,0.9121,-0.3267,40.6107,93.4046,81.3435
1634490928.381705,0.2493,0.9373,-0.4788,15.7328,89.1450,102.8015
1634490928.445178,0.3582,0.9827,-0.5110,-37.6565,70.2748,65.9542
1634490928.508918,0.4302,0.9824,-0.4258,-88.4198,57.2595,47.0305
1634490928.573765,0.5286,0.9233,-0.1743,-98.0458,-23.2824,-6.7557
1634490928.637126,0.4658,0.8997,-0.0652,-73.4504,-42.6565,-61.6336
1634490928.7011662,0.2969,0.9358,-0.0029,-27.5649,-63.0611,-93.3053
1634490928.7650151,0.1633,0.9702,-0.0259,-8.5725,-69.7099,-92.2214
1634490928.828506,0.0801,0.9607,0.0273,26.9237,-90.3893,-103.8244
1634490928.894729,-0.0933,0.9167,0.0176,49.4809,-66.5573,-75.7786
1634490928.958095,-0.1675,0.8857,-0.0940,71.4046,-35.8779,-49.9389
1634490929.0195851,-0.1548,0.9277,-0.2942,68.5802,1.2366,-15.1527
1634490929.084121,-0.1619,0.9885,-0.4099,36.9008,32.4427,12.0687
1634490929.148469,-0.3079,0.8806,-0.5923,26.3588,19.0382,-9.4733
1634490929.2120059,-0.3030,0.9849,-0.6763,10.7786,18.7557,2.0382
1634490929.27686,-0.6133,0.9807,-0.4717,-9.1069,47.4580,33.6794
1634490929.34,-0.2356,1.0334,-0.3408,-9.2137,4.6641,26.5114
1634490929.403973,-0.3806,0.9790,-0.6506,-2.8244,8.0534,8.4351
1634490929.467511,-0.2683,0.9143,-0.5010,-21.1221,5.5038,33.6641
1634490929.532793,-0.0164,0.9348,-0.5959,-22.0458,34.8015,54.6641
1634490929.595844,0.3311,1.0466,-0.4312,-59.2137,42.3282,81.8702
1634490929.660662,0.3899,1.0234,-0.2839,-57.2519,33.8779,70.2824
1634490929.7238998,0.5044,1.0356,-0.1338,-59.0916,13.3664,50.7786
1634490929.7884128,0.4622,0.7830,0.0920,-45.9618,-4.9924,20.8473
1634490929.852606,0.4883,0.8450,0.0557,-34.4580,-21.9313,-12.6641
1634490929.915601,0.3096,0.8589,-0.0029,-6.4504,-50.6260,-60.3359
1634490929.979315,0.2507,0.7866,0.0093,5.8015,-44.2443,-53.2901
